434409.254522,4462375.90134
434409.231509,4462375.86102
434409.236605,4462375.87689
434409.235215,4462375.87986
434409.235208,4462375.87912
434409.185045,4462375.81129
434409.185622,4462375.81258
434409.180534,4462375.81373
434409.179975,4462375.81466
434409.169351,4462375.79829
434409.164789,4462375.79482
434409.158755,4462375.80134
434409.155912,4462375.80007
434409.137322,4462375.79598
434409.151991,4462375.80529
434409.146508,4462375.80996
434409.146054,4462375.80663
434409.135743,4462375.80987
434409.144651,4462375.80813
434409.143632,4462375.80499
434409.144468,4462375.80332
434409.14338,4462375.80851
434409.145483,4462375.80608
434409.148457,4462375.80606
434409.148171,4462375.80569
434409.156165,4462375.81284
434409.165398,4462375.8159
434409.160283,4462375.8141
434409.160748,4462375.81872
434409.170615,4462375.82955
434409.177793,4462375.8243
434409.176541,4462375.8269
434409.173892,4462375.81546
434409.169883,4462375.82678
434409.173511,4462375.83674
434409.171953,4462375.83675
434409.17325,4462375.83933
434409.160201,4462375.82094
434409.169382,4462375.81809
434409.161047,4462375.80428
434409.177046,4462375.83615
434409.170443,4462375.82603
434409.180832,4462375.83168
434409.179984,4462375.83187
434409.179694,4462375.83113
434409.166083,4462375.81331
434409.179071,4462375.82466
434409.176332,4462375.81914
434409.178194,4462375.82153
434409.166171,4462375.79092
434409.163689,4462375.78243
434409.16287,4462375.76967
434409.162598,4462375.77097
434409.178987,4462375.78248
434409.169784,4462375.78293
434409.167124,4462375.78647
434409.166831,4462375.78536
434409.17112,4462375.80623
434409.177627,4462375.80525
434409.173705,4462375.81028
434409.171861,4462375.80992
434409.152245,4462375.78567
434409.137296,4462375.79302
434409.130379,4462375.79567
434409.132685,4462375.80028
434409.145465,4462375.80405
434409.150509,4462375.814
434409.140319,4462375.81482
434409.141479,4462375.81796
434409.142611,4462375.81777
434409.135666,4462375.81727
434409.139722,4462375.81131
434409.140439,4462375.81242
434409.146061,4462375.82366
434409.142014,4462375.83054
434409.13286,4462375.83654
434409.133281,4462375.83616
434409.150282,4462375.86913
434409.140837,4462375.84183
434409.136618,4462375.8452
434409.134513,4462375.84744
434409.140411,4462375.85793
434409.146079,4462375.85825
434409.14605,4462375.85492
434409.14662,4462375.85529
434409.143889,4462375.85069
434409.146193,4462375.83883
434409.146488,4462375.84012
434409.150074,4462375.84527
434409.126289,4462375.83012
434409.134234,4462375.83171
434409.126786,4462375.83844
434409.119302,4462375.82481
434409.128114,4462375.82825
434409.13726,4462375.83761
434409.128827,4462375.84508
434409.125294,4462375.84604
434409.154656,4462375.88352
434409.155829,4462375.87186
434409.15411,4462375.86965
434409.15296,4462375.86763
434409.168906,4462375.89339
434409.165613,4462375.90563
434409.158396,4462375.89015
434409.148349,4462375.87488
434409.182653,4462375.92694
434409.169558,4462375.93575
434409.16862,4462375.94187
434409.168663,4462375.94686
434409.163645,4462375.92359
434409.143918,4462375.88658
434409.138025,4462375.89292
434409.134348,4462375.89351
434409.125069,4462375.8527
434409.130716,4462375.85062
434409.141241,4462375.88808
434409.14012,4462375.88957
434409.123585,4462375.86122
434409.124076,4462375.8688
434409.098537,4462375.84738
434409.100388,4462375.84847
434409.096202,4462375.83945
434409.090397,4462375.83968
434409.084756,4462375.84251
434409.086188,4462375.84434
434409.067511,4462375.81398
434409.071068,4462375.8158
434409.056361,4462375.80224
434409.083491,4462375.85991
434409.083905,4462375.85861
434409.082849,4462375.85122
434409.082426,4462375.85141
434409.077247,4462375.8422
434409.076826,4462375.84276
434409.065955,4462375.84674
434409.063318,4462375.85287
434409.046345,4462375.82304
434409.05658,4462375.8274
434409.068285,4462375.82156
434409.084949,4462375.86471
434409.081051,4462375.85623
434409.053437,4462375.82428
434409.048345,4462375.82506
434409.047339,4462375.82341
434409.040573,4462375.81088
434409.049883,4462375.80655
434409.050659,4462375.81431
434409.071785,4462375.86556
434409.065156,4462375.85248
434409.066192,4462375.85765
434409.05644,4462375.82758
434409.057599,4462375.83053
434409.048818,4462375.81433
434409.083987,4462375.88432
434409.094997,4462375.87997
434409.084629,4462375.87673
434409.084935,4462375.87932
434409.104224,4462375.89858
434409.102912,4462375.91062
434409.099378,4462375.89511
434409.098771,4462375.89049
434409.093804,4462375.88942
434409.093341,4462375.8687
434409.090622,4462375.86558
434409.091456,4462375.86372
434409.08716,4462375.8584
434409.080673,4462375.84532
434409.077052,4462375.85238
434408.998305,4462375.70635
434409.068937,4462375.84764
434409.104911,4462375.89617
434409.10064,4462375.89362
434409.099659,4462375.89492
434409.098058,4462375.88994
434409.107696,4462375.8745
434409.110311,4462375.86578
434409.099826,4462375.84903
434409.096774,4462375.8239
434409.101604,4462375.80924
434409.10062,4462375.81018
434409.120824,4462375.85311
434409.100125,4462375.81832
434409.114065,4462375.80895
434409.101131,4462375.8037
434409.102527,4462375.80146
434409.095071,4462375.79098
434409.095203,4462375.78987
434409.089245,4462375.78881
434409.081322,4462375.77353
434409.082252,4462375.76649
434409.107779,4462375.80271
434409.102566,4462375.8059
434409.10667,4462375.8055
434409.098853,4462375.80242
434409.105662,4462375.80366
434409.098622,4462375.80834
434409.098494,4462375.81001
434409.093706,4462375.79692
434409.099883,4462375.80685
434409.098652,4462375.81186
434409.102376,4462375.81664
434409.101728,4462375.82349
434409.094133,4462375.81338
434409.08523,4462375.79939
434409.074328,4462375.78358
434409.075511,4462375.7893
434409.098763,4462375.82462
434409.094499,4462375.82281
434409.094071,4462375.82244
434409.103414,4462375.82199
434409.095004,4462375.79949
434409.084834,4462375.80273
434409.084702,4462375.80384
434409.105669,4462375.83696
434409.114276,4462375.83318
434409.099568,4462375.81944
434409.100146,4462375.82073
434409.089332,4462375.7988
434409.094278,4462375.79747
434409.115347,4462375.84224
434409.111025,4462375.83395
434409.093837,4462375.8119
434409.100707,4462375.80388
434409.097163,4462375.80355
434409.096843,4462375.79929
434409.071498,4462375.76769
434409.07441,4462375.77673
434409.070439,4462375.77621
434409.072192,4462375.7823
434409.072276,4462375.77564
434409.068471,4462375.79417
434409.066637,4462375.79493
434409.068344,4462375.79584
434409.065365,4462375.79531
434409.07112,4462375.78934
434409.06876,4462375.79473
434409.070042,4462375.79564
434409.066074,4462375.79531
434409.075614,4462375.80114
434409.058471,4462375.78427
434409.084122,4462375.83474
434409.090365,4462375.85226
434409.099039,4462375.85626
434409.095825,4462375.845
434409.095271,4462375.84648
434409.095637,4462375.83964
434409.099908,4462375.84219
434409.08708,4462375.83286
434409.086363,4462375.83195
434409.076462,4462375.81723
434409.084809,4462375.81605
434409.080156,4462375.81849
434409.079474,4462375.82146
434409.075006,4462375.81262
434409.075744,4462375.78357
434409.073192,4462375.78322
434409.063799,4462375.76184
434409.069329,4462375.77881
434409.075544,4462375.77691
434409.070069,4462375.78251
434409.069258,4462375.78695
434409.059689,4462375.77779
434409.0532,4462375.7808
434409.053781,4462375.78246
434409.054079,4462375.78412
434409.051174,4462375.77582
434409.066006,4462375.77126
434409.090828,4462375.82414
434409.090831,4462375.82451
434409.084825,4462375.8179
434408.983904,4462375.59788
434408.979539,4462375.60087
434408.980367,4462375.59828
434408.976292,4462375.60201
434408.980648,4462375.59809
434408.969261,4462375.60781
434408.970421,4462375.61094
434408.95593,4462375.60589
434408.969259,4462375.59134
434408.962907,4462375.5938
434408.959244,4462375.59606
434408.943893,4462375.57362
434408.942611,4462375.5727
434408.93706,4462375.56961
434408.928409,4462375.56839
434408.930255,4462375.56893
434408.916872,4462375.5609
434408.895714,4462375.57089
434408.868616,4462375.54948
434408.865023,4462375.55969
434408.826595,4462375.53838
434408.777721,4462375.5697
434408.701363,4462375.76278
434408.669523,4462375.74973
434408.636602,4462375.72634
434408.587287,4462375.70716
434408.535433,4462375.68911
434408.488471,4462375.6799
434408.420754,4462375.6618
434408.377817,4462375.62684
434408.326828,4462375.59435
434408.275069,4462375.57094
434408.208804,4462375.52452
434408.141713,4462375.49699
434408.066754,4462375.44436
434408.002231,4462375.41902
434407.926301,4462375.3688
434407.860664,4462375.32941
434407.784475,4462375.28179
434407.721402,4462375.26032
434407.629892,4462375.21005
434407.553112,4462375.15966
434407.470603,4462375.1021
434407.400038,4462375.0498
434407.310725,4462375.00785
434407.217975,4462374.94519
434407.112057,4462374.88303
434407.041522,4462374.81797
434406.944207,4462374.71909
434406.550756,4462374.76915
434406.346582,4462373.42775
434406.382485,4462374.67071
434406.280099,4462374.5913
434406.230866,4462374.6465
434406.129672,4462374.60631
434405.796422,4462373.0159
434405.695541,4462372.93038
434405.667642,4462372.99575
434405.447936,4462372.71608
434405.359065,4462372.62731
434405.057065,4462372.4934
434405.147818,4462372.44062
434405.025374,4462372.33494
434404.676715,4462372.21032
434404.56236,4462372.1227
434404.39509,4462372.00908
434404.257913,4462371.95181
434404.163395,4462371.88141
434404.033485,4462371.78041
434403.880937,4462371.68202
434403.720605,4462371.48694
434403.562994,4462371.36028
434403.444554,4462371.24272
434403.290503,4462371.10198
434403.68728,4462371.96973
434402.996802,4462370.78281
434402.840216,4462370.62747
434402.686469,4462370.48912
434402.523771,4462370.18509
434402.814526,4462370.94628
434402.654667,4462370.8054
434402.485893,4462370.66552
434402.300262,4462370.44402
434402.158928,4462370.31611
434401.984417,4462370.16796
434401.810311,4462370.01758
434401.610074,4462369.76161
434401.426954,4462369.58449
434401.264655,4462369.47249
434401.079647,4462369.32258
434400.949817,4462369.45821
434400.767521,4462369.31068
434400.569721,4462369.15552
434400.369294,4462368.9915
434400.207494,4462368.96923
434400.005581,4462368.81354
434399.803878,4462368.66563
434399.591703,4462368.50245
434399.30116,4462368.02562
434399.147472,4462368.13778
434398.931365,4462367.9948
434398.727074,4462367.87503
434398.614096,4462367.81533
434398.420482,4462367.79926
434398.187787,4462367.63811
434397.956614,4462367.47287
434397.717731,4462367.43055
434397.618246,4462367.32652
434397.378127,4462367.17487
434397.130815,4462367.02661
434396.798763,4462366.8086
434396.529386,4462366.51771
434396.27734,4462366.36265
434396.022161,4462366.22186
434395.827424,4462366.22319
434395.637216,4462366.30532
434395.391177,4462366.14077
434395.130363,4462365.97099
434395.045611,4462365.99726
434394.700332,4462365.67558
434394.446394,4462365.53089
434394.185355,4462365.38405
434393.852831,4462365.07946
434393.429877,4462365.05965
434393.168997,4462364.91484
434393.247161,4462365.36762
434393.007835,4462365.20949
434392.777191,4462365.08865
434392.503452,4462364.931
434392.04211,4462364.45566
434391.680468,4462364.27159
434391.385929,4462364.24622
434391.119551,4462364.10442
434390.754914,4462363.7879
434390.529646,4462363.7314
434390.348923,4462363.45564
434390.080249,4462363.31035
434389.749905,4462363.06087
434389.53912,4462362.94356
434389.16645,4462362.84284
434388.900713,4462362.70954
434388.657339,4462362.62323
434388.414431,4462362.55782
434388.208677,4462362.43269
434387.950448,4462362.3158
434387.918404,4462362.57176
434387.606684,4462362.37911
434387.432447,4462362.27869
434387.193004,4462362.13961
434387.059352,4462362.19425
434386.774252,4462361.93568
434386.505427,4462361.83812
434386.279096,4462361.65971
434386.110402,4462361.67524
434385.931031,4462361.63573
434385.750545,4462361.56589
434385.521032,4462361.44486
434385.154884,4462361.10134
434384.767006,4462360.65348
434384.815494,4462360.88655
434384.599048,4462360.76966
434384.268209,4462360.47967
434384.047689,4462360.35042
434383.886945,4462360.20566
434383.552753,4462359.88851
434383.362839,4462359.8095
434383.24468,4462359.93541
434383.069862,4462359.75211
434382.892131,4462359.68965
434382.668237,4462359.5632
434382.527168,4462359.43326
434382.329135,4462359.3003
434382.160892,4462359.25385
434381.865405,4462359.00611
434381.679607,4462358.94427
434381.471642,4462359.00417
434381.309771,4462358.95748
434381.199649,4462358.99803
434381.029034,4462358.89074
434380.866237,4462358.77042
434380.719251,4462358.74154
434380.522129,4462358.6317
434380.382319,4462358.61368
434380.239037,4462358.57108
434380.104269,4462358.53026
434379.873941,4462358.36446
434379.726842,4462358.33892
434379.589446,4462358.30533
434379.455497,4462358.29337
434379.425932,4462358.42757
434379.329163,4462358.45635
434379.225823,4462358.52756
434379.103305,4462358.51087
434379.039904,4462358.598
434378.895843,4462358.56355
434378.792251,4462358.68693
434378.666314,4462358.68433
434378.450427,4462358.51785
434378.27063,4462358.46207
434378.119398,4462358.48226
434377.996394,4462358.4911
434377.901387,4462358.54336
434377.79385,4462358.52302
434377.655255,4462358.49815
434377.52745,4462358.54107
434377.412639,4462358.56372
434377.27698,4462358.59931
434377.147511,4462358.67889
434377.028015,4462358.66772
434376.926054,4462358.73466
434376.792375,4462358.73749
434376.598465,4462358.80116
434376.466079,4462358.82229
434376.263892,4462358.73266
434376.112729,4462358.71215
434376.003484,4462358.73956
434375.886114,4462358.77721
434375.799778,4462358.89804
434375.650109,4462358.98371
434375.504261,4462359.05288
434375.382146,4462359.115
434375.222814,4462359.11583
434375.0818,4462359.10596
434374.979171,4462359.17734
434374.857331,4462359.23853
434374.731924,4462359.29661
434374.626833,4462359.26441
434374.563319,4462359.2411
434374.446668,4462359.3126
434374.311284,4462359.36355
434374.216757,4462359.55198
434374.099001,4462359.6592
434373.999723,4462359.75757
434373.908632,4462359.869
434373.812133,4462359.9938
434373.750135,4462360.1281
434373.647365,4462360.24833
434373.545998,4462360.36706
434373.432161,4462360.46889
434373.352755,4462360.6372
434373.249741,4462360.76187
434373.087259,4462360.77513
434372.962034,4462360.77289
434372.885984,4462360.9038
434372.79896,4462361.04313
434372.749608,4462361.24707
434372.691828,4462361.42648
434372.645964,4462361.57563
434372.573774,4462361.72686
434372.497061,4462361.86295
434372.403233,4462362.00161
434372.375767,4462362.18149
434372.307552,4462362.33379
434372.264441,4462362.53879
434372.197744,4462362.68646
434372.116454,4462362.88235
434372.037964,4462363.04196
434372.012826,4462363.2777
434371.905196,4462363.36041
434371.82801,4462363.50724
434371.770785,4462363.66907
434371.691201,4462363.80075
434371.656398,4462364.03269
434371.579234,4462364.18192
434371.527078,4462364.35666
434371.49224,4462364.56824
434371.413328,4462364.67957
434371.366546,4462364.83705
434371.312294,4462365.01513
434371.270647,4462365.22548
434371.24751,4462365.44714
434371.197572,4462365.63259
434371.142674,4462365.81771
434371.049065,4462365.94896
434371.006306,4462366.19428
434370.940485,4462366.39374
434370.876248,4462366.57987
434370.888671,4462366.88373
434370.813221,4462367.06718
434370.747824,4462367.25017
434370.686103,4462367.43258
434370.63835,4462367.64113
434370.583479,4462367.82939
434370.526883,4462367.99843
434370.469573,4462368.18302
434370.408751,4462368.37096
434370.358487,4462368.60026
434370.273927,4462368.81098
434370.209643,4462369.00802
434370.189331,4462369.27739
434370.154268,4462369.51192
434370.073363,4462369.70319
434370.009679,4462369.88783
434369.941121,4462370.06567
434369.848192,4462370.19376
434369.767202,4462370.39151
434369.699837,4462370.57636
434369.642363,4462370.77464
434369.58475,4462370.97329
434369.538982,4462371.14963
434369.468491,4462371.33322
